,componente,ano_faixa,unidade_tematica,objeto_conhecimento,habilidades,eixo,campo_atuacao,praticas_linguagem,cod_hab,descricao_cod
69,Ciências,2º,Matéria e energia,"Propriedades e usos dos materiais
Prevenção de acidentes domésticos","(EF02CI03) Discutir os cuidados necessários à prevenção de acidentes domésticos (objetos cortantes e inflamáveis, eletricidade, produtos de limpeza, medicamentos etc.).",,,,EF02CI03,"Discutir os cuidados necessários à prevenção de acidentes domésticos (objetos cortantes e inflamáveis, eletricidade, produtos de limpeza, medicamentos etc.)."
70,Ciências,2º,Vida e evolução,"Seres vivos no ambiente
Plantas","(EF02CI04) Descrever características de plantas e animais (tamanho, forma, cor, fase da vida, local onde se desenvolvem etc.) que fazem parte de seu cotidiano e relacioná-las ao ambiente em que eles vivem.",,,,EF02CI04,"Descrever características de plantas e animais (tamanho, forma, cor, fase da vida, local onde se desenvolvem etc.) que fazem parte de seu cotidiano e relacioná-las ao ambiente em que eles vivem."
71,Ciências,2º,Vida e evolução,"Seres vivos no ambiente
Plantas",(EF02CI05) Investigar a importância da água e da luz para a manutenção da vida de plantas em geral.,,,,EF02CI05,Investigar a importância da água e da luz para a manutenção da vida de plantas em geral.
72,Ciências,2º,Vida e evolução,"Seres vivos no ambiente
Plantas","(EF02CI06) Identificar as principais partes de uma planta (raiz, caule, folhas, flores e frutos) e a função desempenhada por cada uma delas, e analisar as relações entre as plantas, o ambiente e os demais seres vivos.",,,,EF02CI06,"Identificar as principais partes de uma planta (raiz, caule, folhas, flores e frutos) e a função desempenhada por cada uma delas, e analisar as relações entre as plantas, o ambiente e os demais seres vivos."
73,Ciências,2º,Terra e Universo,"Movimento aparente do Sol no céu
O Sol como fonte de luz e calor",(EF02CI07) Descrever as posições do Sol em diversos horários do dia e associá-las ao tamanho da sombra projetada.,,,,EF02CI07,Descrever as posições do Sol em diversos horários do dia e associá-las ao tamanho da sombra projetada.
74,Ciências,2º,Terra e Universo,"Movimento aparente do Sol no céu
O Sol como fonte de luz e calor","(EF02CI08) Comparar o efeito da radiação solar (aquecimento e reflexão) em diferentes tipos de superfície (água, areia, solo, superfícies escura, clara e metálica etc.).",,,,EF02CI08,"Comparar o efeito da radiação solar (aquecimento e reflexão) em diferentes tipos de superfície (água, areia, solo, superfícies escura, clara e metálica etc.)."
75,Ciências,3º,Matéria e energia,"Produção de som
Efeitos da luz nos materiais
Saúde auditiva e visual",(EF03CI01) Produzir diferentes sons a partir da vibração de variados objetos e identificar variáveis que influem nesse fenômeno.,,,,EF03CI01,Produzir diferentes sons a partir da vibração de variados objetos e identificar variáveis que influem nesse fenômeno.
76,Ciências,3º,Matéria e energia,"Produção de som
Efeitos da luz nos materiais
Saúde auditiva e visual","(EF03CI02) Experimentar e relatar o que ocorre com a passagem da luz através de objetos transparentes (copos, janelas de vidro, lentes, prismas, água etc.), no contato com superfícies polidas (espelhos) e na intersecção com objetos opacos (paredes, pratos, pessoas e outros objetos de uso cotidiano).",,,,EF03CI02,"Experimentar e relatar o que ocorre com a passagem da luz através de objetos transparentes (copos, janelas de vidro, lentes, prismas, água etc.), no contato com superfícies polidas (espelhos) e na intersecção com objetos opacos (paredes, pratos, pessoas e outros objetos de uso cotidiano)."
77,Ciências,3º,Matéria e energia,"Produção de som
Efeitos da luz nos materiais
Saúde auditiva e visual",(EF03CI03) Discutir hábitos necessários para a manutenção da saúde auditiva e visual considerando as condições do ambiente em termos de som e luz.,,,,EF03CI03,Discutir hábitos necessários para a manutenção da saúde auditiva e visual considerando as condições do ambiente em termos de som e luz.
78,Ciências,3º,Vida e evolução,Características e desenvolvimento dos animais,"(EF03CI04) Identificar características sobre o modo de vida (o que comem, como se reproduzem, como se deslocam etc.) dos animais mais comuns no ambiente próximo.",,,,EF03CI04,"Identificar características sobre o modo de vida (o que comem, como se reproduzem, como se deslocam etc.) dos animais mais comuns no ambiente próximo."
79,Ciências,3º,Vida e evolução,Características e desenvolvimento dos animais,"(EF03CI05) Descrever e comunicar as alterações que ocorrem desde o nascimento em animais de diferentes meios terrestres ou aquáticos, inclusive o homem.",,,,EF03CI05,"Descrever e comunicar as alterações que ocorrem desde o nascimento em animais de diferentes meios terrestres ou aquáticos, inclusive o homem."
80,Ciências,3º,Vida e evolução,Características e desenvolvimento dos animais,"(EF03CI06) Comparar alguns animais e organizar grupos com base em características externas comuns (presença de penas, pelos, escamas, bico, garras, antenas, patas etc.).",,,,EF03CI06,"Comparar alguns animais e organizar grupos com base em características externas comuns (presença de penas, pelos, escamas, bico, garras, antenas, patas etc.)."
81,Ciências,3º,Terra e Universo,"Características da Terra
Observação do céu
Usos do solo","(EF03CI07) Identificar características da Terra (como seu formato esférico, a presença de água, solo etc.), com base na observação, manipulação e comparação de diferentes formas de representação do planeta (mapas, globos, fotografias etc.).",,,,EF03CI07,"Identificar características da Terra (como seu formato esférico, a presença de água, solo etc.), com base na observação, manipulação e comparação de diferentes formas de representação do planeta (mapas, globos, fotografias etc.)."
82,Ciências,3º,Terra e Universo,"Características da Terra
Observação do céu
Usos do solo","(EF03CI08) Observar, identificar e registrar os períodos diários (dia e/ou noite) em que o Sol, demais estrelas, Lua e planetas estão visíveis no céu.",,,,EF03CI08,"Observar, identificar e registrar os períodos diários (dia e/ou noite) em que o Sol, demais estrelas, Lua e planetas estão visíveis no céu."
83,Ciências,3º,Terra e Universo,"Características da Terra
Observação do céu
Usos do solo","(EF03CI09) Comparar diferentes amostras de solo do entorno da escola com base em características como cor, textura, cheiro, tamanho das partículas, permeabilidade etc.",,,,EF03CI09,"Comparar diferentes amostras de solo do entorno da escola com base em características como cor, textura, cheiro, tamanho das partículas, permeabilidade etc."
84,Ciências,3º,Terra e Universo,"Características da Terra
Observação do céu
Usos do solo","(EF03CI10) Identificar os diferentes usos do solo (plantação e extração de materiais, dentre outras possibilidades), reconhecendo a importância do solo para a agricultura e para a vida.",,,,EF03CI10,"Identificar os diferentes usos do solo (plantação e extração de materiais, dentre outras possibilidades), reconhecendo a importância do solo para a agricultura e para a vida."
85,Ciências,4º,Matéria e energia,"Misturas
Transformações reversíveis e não reversíveis","(EF04CI01) Identificar misturas na vida diária, com base em suas propriedades físicas observáveis, reconhecendo sua composição.",,,,EF04CI01,"Identificar misturas na vida diária, com base em suas propriedades físicas observáveis, reconhecendo sua composição."
86,Ciências,4º,Matéria e energia,"Misturas
Transformações reversíveis e não reversíveis","(EF04CI02) Testar e relatar transformações nos materiais do dia a dia quando expostos a diferentes condições (aquecimento, resfriamento, luz e umidade).",,,,EF04CI02,"Testar e relatar transformações nos materiais do dia a dia quando expostos a diferentes condições (aquecimento, resfriamento, luz e umidade)."
87,Ciências,4º,Matéria e energia,"Misturas
Transformações reversíveis e não reversíveis","(EF04CI03) Concluir que algumas mudanças causadas por aquecimento ou resfriamento são reversíveis (como as mudanças de estado físico da água) e outras não (como o cozimento do ovo, a queima do papel etc.).",,,,EF04CI03,"Concluir que algumas mudanças causadas por aquecimento ou resfriamento são reversíveis (como as mudanças de estado físico da água) e outras não (como o cozimento do ovo, a queima do papel etc.)."
88,Ciências,4º,Vida e evolução,"Cadeias alimentares simples
Microrganismos","(EF04CI04) Analisar e construir cadeias alimentares simples, reconhecendo a posição ocupada pelos seres vivos nessas cadeias e o papel do Sol como fonte primária de energia na produção de alimentos.",,,,EF04CI04,"Analisar e construir cadeias alimentares simples, reconhecendo a posição ocupada pelos seres vivos nessas cadeias e o papel do Sol como fonte primária de energia na produção de alimentos."
89,Ciências,4º,Vida e evolução,"Cadeias alimentares simples
Microrganismos",(EF04CI05) Descrever e destacar semelhanças e diferenças entre o ciclo da matéria e o fluxo de energia entre os componentes vivos e não vivos de um ecossistema.,,,,EF04CI05,Descrever e destacar semelhanças e diferenças entre o ciclo da matéria e o fluxo de energia entre os componentes vivos e não vivos de um ecossistema.
90,Ciências,4º,Vida e evolução,"Cadeias alimentares simples
Microrganismos","(EF04CI06) Relacionar a participação de fungos e bactérias no processo de decomposição, reconhecendo a importância ambiental desse processo.",,,,EF04CI06,"Relacionar a participação de fungos e bactérias no processo de decomposição, reconhecendo a importância ambiental desse processo."
91,Ciências,4º,Vida e evolução,"Cadeias alimentares simples
Microrganismos","(EF04CI07) Verificar a participação de microrganismos na produção de alimentos, combustíveis, medicamentos, entre outros.",,,,EF04CI07,"Verificar a participação de microrganismos na produção de alimentos, combustíveis, medicamentos, entre outros."
92,Ciências,4º,Vida e evolução,"Cadeias alimentares simples
Microrganismos","(EF04CI08) Propor, a partir do conhecimento das formas de transmissão de alguns microrganismos (vírus, bactérias e protozoários), atitudes e medidas adequadas para prevenção de doenças a eles associadas.",,,,EF04CI08,"Propor, a partir do conhecimento das formas de transmissão de alguns microrganismos (vírus, bactérias e protozoários), atitudes e medidas adequadas para prevenção de doenças a eles associadas."
93,Ciências,4º,Terra e Universo,"Pontos cardeais
Calendários, fenômenos cíclicos e cultura","(EF04CI09) Identificar os pontos cardeais, com base no registro de diferentes posições relativas do Sol e da sombra de uma vara (gnômon).",,,,EF04CI09,"Identificar os pontos cardeais, com base no registro de diferentes posições relativas do Sol e da sombra de uma vara (gnômon)."
94,Ciências,4º,Terra e Universo,"Pontos cardeais
Calendários, fenômenos cíclicos e cultura",(EF04CI10) Comparar as indicações dos pontos cardeais resultantes da observação das sombras de uma vara (gnômon) com aquelas obtidas por meio de uma bússola.,,,,EF04CI10,Comparar as indicações dos pontos cardeais resultantes da observação das sombras de uma vara (gnômon) com aquelas obtidas por meio de uma bússola.
95,Ciências,4º,Terra e Universo,"Pontos cardeais
Calendários, fenômenos cíclicos e cultura",(EF04CI11) Associar os movimentos cíclicos da Lua e da Terra a períodos de tempo regulares e ao uso desse conhecimento para a construção de calendários em diferentes culturas.,,,,EF04CI11,Associar os movimentos cíclicos da Lua e da Terra a períodos de tempo regulares e ao uso desse conhecimento para a construção de calendários em diferentes culturas.
