,COMPONENTE,ANO/FAIXA,UNIDADES TEMÁTICAS,OBJETOS DE CONHECIMENTO,HABILIDADES
55,Ciências,6º,Vida e evolução,"Célula como unidade da vida
Interação entre os sistemas locomotor e nervoso
Lentes corretivas","(EF06CI08) Explicar a importância da visão (captação e interpretação das imagens) na interação do organismo com o meio e, com base no funcionamento do olho humano, selecionar lentes adequadas para a correção de diferentes defeitos da visão."
56,Ciências,6º,Vida e evolução,"Célula como unidade da vida
Interação entre os sistemas locomotor e nervoso
Lentes corretivas","(EF06CI09) Deduzir que a estrutura, a sustentação e a movimentação dos animais resultam da interação entre os sistemas muscular, ósseo e nervoso."
57,Ciências,6º,Vida e evolução,"Célula como unidade da vida
Interação entre os sistemas locomotor e nervoso
Lentes corretivas",(EF06CI10) Explicar como o funcionamento do sistema nervoso pode ser afetado por substâncias psicoativas.
58,Ciências,6º,Terra e Universo,"Forma, estrutura e movimentos da Terra",(EF06CI11) Identificar as diferentes camadas que estruturam o planeta Terra (da estrutura interna à atmosfera) e suas principais características.
59,Ciências,6º,Terra e Universo,"Forma, estrutura e movimentos da Terra","(EF06CI12) Identificar diferentes tipos de rocha, relacionando a formação de fósseis a rochas sedimentares em diferentes períodos geológicos."
60,Ciências,6º,Terra e Universo,"Forma, estrutura e movimentos da Terra",(EF06CI13) Selecionar argumentos e evidências que demonstrem a esfericidade da Terra.
61,Ciências,6º,Terra e Universo,"Forma, estrutura e movimentos da Terra","(EF06CI14) Inferir que as mudanças na sombra de uma vara (gnômon) ao longo do dia em diferentes períodos do ano são uma evidência dos movimentos relativos entre a Terra e o Sol, que podem ser explicados por meio dos movimentos de rotação e translação da Terra e da inclinação de seu eixo de rotação em relação ao plano de sua órbita em torno do Sol."
62,Ciências,7º,Matéria e energia,"Máquinas simples
Formas de propagação do calor
Equilíbrio termodinâmico e vida na Terra
História dos combustíveis e das máquinas térmicas","(EF07CI01) Discutir a aplicação, ao longo da história, das máquinas simples e propor soluções e invenções para a realização de tarefas mecânicas cotidianas."
63,Ciências,7º,Matéria e energia,"Máquinas simples
Formas de propagação do calor
Equilíbrio termodinâmico e vida na Terra
História dos combustíveis e das máquinas térmicas","(EF07CI02) Diferenciar temperatura, calor e sensação térmica nas diferentes situações de equilíbrio termodinâmico cotidianas."
64,Ciências,7º,Matéria e energia,"Máquinas simples
Formas de propagação do calor
Equilíbrio termodinâmico e vida na Terra
História dos combustíveis e das máquinas térmicas","(EF07CI03) Utilizar o conhecimento das formas de propagação do calor para justificar a utilização de determinados materiais (condutores e isolantes) na vida cotidiana, explicar o princípio de funcionamento de alguns equipamentos (garrafa térmica, coletor solar etc.) e/ou construir soluções tecnológicas a partir desse conhecimento."
65,Ciências,7º,Matéria e energia,"Máquinas simples
Formas de propagação do calor
Equilíbrio termodinâmico e vida na Terra
História dos combustíveis e das máquinas térmicas","(EF07CI04) Avaliar o papel do equilíbrio termodinâmico para a manutenção da vida na Terra, para o funcionamento de máquinas térmicas e em outras situações cotidianas."
66,Ciências,7º,Matéria e energia,"Máquinas simples
Formas de propagação do calor
Equilíbrio termodinâmico e vida na Terra
História dos combustíveis e das máquinas térmicas","(EF07CI05) Discutir o uso de diferentes tipos de combustível e máquinas térmicas ao longo do tempo, para avaliar avanços, questões econômicas e problemas socioambientais causados pela produção e uso desses materiais e máquinas."
67,Ciências,7º,Matéria e energia,"Máquinas simples
Formas de propagação do calor
Equilíbrio termodinâmico e vida na Terra
História dos combustíveis e das máquinas térmicas","(EF07CI06) Discutir e avaliar mudanças econômicas, culturais e sociais, tanto na vida cotidiana quanto no mundo do trabalho, decorrentes do desenvolvimento de novos materiais e tecnologias (como automação e informatização)."
68,Ciências,7º,Vida e evolução,"Diversidade de ecossistemas
Fenômenos naturais e impactos ambientais
Programas e indicadores de saúde pública","(EF07CI07) Caracterizar os principais ecossistemas brasileiros quanto à paisagem, à quantidade de água, ao tipo de solo, à disponibilidade de luz solar, à temperatura etc., correlacionando essas características à flora e fauna específicas."
69,Ciências,7º,Vida e evolução,"Diversidade de ecossistemas
Fenômenos naturais e impactos ambientais
Programas e indicadores de saúde pública","(EF07CI08) Avaliar como os impactos provocados por catástrofes naturais ou mudanças nos componentes físicos, biológicos ou sociais de um ecossistema afetam suas populações, podendo ameaçar ou provocar a extinção de espécies, alteração de hábitos, migração etc."
70,Ciências,7º,Vida e evolução,"Diversidade de ecossistemas
Fenômenos naturais e impactos ambientais
Programas e indicadores de saúde pública","(EF07CI09) Interpretar as condições de saúde da comunidade, cidade ou estado, com base na análise e comparação de indicadores de saúde (como taxa de mortalidade infantil, cobertura de saneamento básico e incidência de doenças de veiculação hídrica, atmosférica entre outras) e dos resultados de políticas públicas destinadas à saúde."
71,Ciências,7º,Vida e evolução,"Diversidade de ecossistemas
Fenômenos naturais e impactos ambientais
Programas e indicadores de saúde pública","(EF07CI10) Argumentar sobre a importância da vacinação para a saúde pública, com base em informações sobre a maneira como a vacina atua no organismo e o papel histórico da vacinação para a manutenção da saúde individual e coletiva e para a erradicação de doenças."
72,Ciências,7º,Vida e evolução,"Diversidade de ecossistemas
Fenômenos naturais e impactos ambientais
Programas e indicadores de saúde pública","(EF07CI11) Analisar historicamente o uso da tecnologia, incluindo a digital, nas diferentes dimensões da vida humana, considerando indicadores ambientais e de qualidade de vida."
73,Ciências,7º,Terra e Universo,"Composição do ar
Efeito estufa
Camada de ozônio
Fenômenos naturais (vulcões, terremotos e
tsunamis)
Placas tectônicas e deriva continental","(EF07CI12) Demonstrar que o ar é uma mistura de gases, identificando sua composição, e discutir fenômenos naturais ou antrópicos que podem alterar essa composição."
74,Ciências,7º,Terra e Universo,"Composição do ar
Efeito estufa
Camada de ozônio
Fenômenos naturais (vulcões, terremotos e
tsunamis)
Placas tectônicas e deriva continental","(EF07CI13) Descrever o mecanismo natural do efeito estufa, seu papel fundamental para o desenvolvimento da vida na Terra, discutir as ações humanas responsáveis pelo seu aumento artificial (queima dos combustíveis fósseis, desmatamento, queimadas etc.) e selecionar e implementar propostas para a reversão ou controle desse quadro."
75,Ciências,7º,Terra e Universo,"Composição do ar
Efeito estufa
Camada de ozônio
Fenômenos naturais (vulcões, terremotos e
tsunamis)
Placas tectônicas e deriva continental","(EF07CI14) Justificar a importância da camada de ozônio para a vida na Terra, identificando os fatores que aumentam ou diminuem sua presença na atmosfera, e discutir propostas individuais e coletivas para sua preservação."
76,Ciências,7º,Terra e Universo,"Composição do ar
Efeito estufa
Camada de ozônio
Fenômenos naturais (vulcões, terremotos e
tsunamis)
Placas tectônicas e deriva continental","(EF07CI15) Interpretar fenômenos naturais (como vulcões, terremotos e tsunamis) e justificar a rara ocorrência desses fenômenos no Brasil, com base no modelo das placas tectônicas."
77,Ciências,7º,Terra e Universo,"Composição do ar
Efeito estufa
Camada de ozônio
Fenômenos naturais (vulcões, terremotos e
tsunamis)
Placas tectônicas e deriva continental",(EF07CI16) Justificar o formato das costas brasileira e africana com base na teoria da deriva dos continentes.
78,Ciências,8º,Matéria e energia,"Fontes e tipos de energia
Transformação de energia
Cálculo de consumo de energia elétrica
Circuitos elétricos
Uso consciente de energia elétrica","(EF08CI01) Identificar e classificar diferentes fontes (renováveis e não renováveis) e tipos de energia utilizados em residências, comunidades ou cidades."
79,Ciências,8º,Matéria e energia,"Fontes e tipos de energia
Transformação de energia
Cálculo de consumo de energia elétrica
Circuitos elétricos
Uso consciente de energia elétrica","(EF08CI02) Construir circuitos elétricos com pilha/bateria, fios e lâmpada ou outros dispositivos e compará-los a circuitos elétricos residenciais."
80,Ciências,8º,Matéria e energia,"Fontes e tipos de energia
Transformação de energia
Cálculo de consumo de energia elétrica
Circuitos elétricos
Uso consciente de energia elétrica","(EF08CI03) Classificar equipamentos elétricos residenciais (chuveiro, ferro, lâmpadas, TV, rádio, geladeira etc.) de acordo com o tipo de transformação de energia (da energia elétrica para a térmica, luminosa, sonora e mecânica, por exemplo)."
81,Ciências,8º,Matéria e energia,"Fontes e tipos de energia
Transformação de energia
Cálculo de consumo de energia elétrica
Circuitos elétricos
Uso consciente de energia elétrica",(EF08CI04) Calcular o consumo de eletrodomésticos a partir dos dados de potência (descritos no próprio equipamento) e tempo médio de uso para avaliar o impacto de cada equipamento no consumo doméstico mensal.
82,Ciências,8º,Matéria e energia,"Fontes e tipos de energia
Transformação de energia
Cálculo de consumo de energia elétrica
Circuitos elétricos
Uso consciente de energia elétrica","(EF08CI05) Propor ações coletivas para otimizar o uso de energia elétrica em sua escola e/ou comunidade, com base na seleção de equipamentos segundo critérios de sustentabilidade (consumo de energia e eficiência energética) e hábitos de consumo responsável."
83,Ciências,8º,Matéria e energia,"Fontes e tipos de energia
Transformação de energia
Cálculo de consumo de energia elétrica
Circuitos elétricos
Uso consciente de energia elétrica","(EF08CI06) Discutir e avaliar usinas de geração de energia elétrica (termelétricas, hidrelétricas, eólicas etc.), suas semelhanças e diferenças, seus impactos socioambientais, e como essa energia chega e é usada em sua cidade, comunidade, casa ou escola."
84,Ciências,8º,Vida e evolução,"Mecanismos reprodutivos
Sexualidade",(EF08CI07) Comparar diferentes processos reprodutivos em plantas e animais em relação aos mecanismos adaptativos e evolutivos.
85,Ciências,8º,Vida e evolução,"Mecanismos reprodutivos
Sexualidade",(EF08CI08) Analisar e explicar as transformações que ocorrem na puberdade considerando a atuação dos hormônios sexuais e do sistema nervoso.
86,Ciências,8º,Vida e evolução,"Mecanismos reprodutivos
Sexualidade",(EF08CI09) Comparar o modo de ação e a eficácia dos diversos métodos contraceptivos e justificar a necessidade de compartilhar a responsabilidade na escolha e na utilização do método mais adequado à prevenção da gravidez precoce e indesejada e de Doenças Sexualmente Transmissíveis (DST).
87,Ciências,8º,Vida e evolução,"Mecanismos reprodutivos
Sexualidade","(EF08CI10) Identificar os principais sintomas, modos de transmissão e tratamento de algumas DST (com ênfase na AIDS), e discutir estratégias e métodos de prevenção."
88,Ciências,8º,Vida e evolução,"Mecanismos reprodutivos
Sexualidade","(EF08CI11) Selecionar argumentos que evidenciem as múltiplas dimensões da sexualidade humana (biológica, sociocultural, afetiva e ética)."
